ICAO,NAME
SLSI,Capitán Av. Juan Cochamanidis S. Airport
SLSM,San Ignacio de Moxos Airport
SLSR,Santa Rosa De Yacuma Airport
SLSU,Juana Azurduy de Padilla International Airport
SLTI,San Matías Airport
SLTJ,Capitán Oriel Lea Plaza Airport
SLTR,Teniente Jorge Henrich Arauz Airport
SLUY,Uyuni Airport
SLVG,Capitán Av. Vidal Villagomez Toledo Airport
SLVM,Teniente Coronel Rafael Pabón Airport
SLVR,Viru Viru International Airport
SLYA,Yacuiba Airport
SMBN,Albina Airport
SMCD,Coronie Airport
SMCO,Totness Airport
SMDA,Drietabbetje Airport
SMJP,Johan Adolf Pengel International Airport
SMNI,Nieuw-Nickerie Airport (Maj. Fernandes Airport)
SMPA,Vincent Fayks Airport
SMST,Stoelmans Eiland Airport
SMWA,Wageningen Airport
SMZO,Zorg en Hoop Airport
SNAI,Parnaíba-Prefeito Dr. João Silva Filho International Airport
SNAL,Arapiraca Airport
SNAR,Almenara Airport
SNBC,Barra do Corda Airport
SNBL,Belmonte Airport
SNBR,Barreiras Airport
SNBS,Balsas Airport
SNBU,Socrates Mariani Bittencourt Airport
SNBX,Barra Airport
SNCP,Carutapera Airport
SNCU,Cururupu Airport
SNCX,Colatina Airport
SNDC,Redenção Airport
SNDN,Leopoldina Airport
SNDV,Divinópolis Airport
SNED,Canavieiras Airport
SNFX,São Félix do Xingu Airport
SNGA,Guarapari Airport
SNGD,Guadalupe Airport
SNGI,Guanambi Airport
SNGM,Fazenda Canadá Airport
SNGN,"Garanhuns, Pernambuco, Brazil"
SNGV,Aeroporto Coronel Altino Machado
SNIC,Irecê Airport
SNIG,Iguatu Airport
SNIP,Itapetinga Airport
SNIU,Ipiaú Airport
SNJB,Jacobina Airport
SNJD,João Durval Carneiro Airport
SNJK,Jequié Airport
SNJN,Januária Airport
SNJR,Prefeito Octávio de Almeida Neves Airport
SNKE,Santana do Araguaia Airport
SNKF,Conselheiro Lafaiete Airport
SNKI,Cachoeiro do Itapemirim Airport
SNKN,Currais Novos Airport
SNLB,Livramento do Brumado Airport
SNLO,São Lourenço Airport
SNMA,Monte Alegre Airport
SNMU,Mucuri Airport
SNMX,São Mateus Airport
SNMZ,Porto de Moz Airport
SNNU,Nanuque Airport
SNOB,Sobral Airport
SNOS,Municipal José Figueiredo Airport
SNOX,Oriximiná Airport
SNPC,Picos Airport
SNPD,Patos de Minas Airport
SNPX,Pirapora Airport
SNQG,Cangapara Airport
SNRA,Fazenda Santo André Airport
SNRD,Prado Airport
SNRU,Oscar Laranjeias Airport
SNSW,Soure Airport
SNTI,Óbidos Airport
SNTO,Juscelino Kubitscheck Airport
SNVB,Valença Airport
SNVI,Mélio Viana Airport
SNVS,Breves Airport
SNWC,Camocim Airport
SNXS,Fazenda São Braz Airport
SNYE,Pinheiro Airport
SNYH,Agropecuária Castanhais Airport
SNZA,Pouso Alegre Airport
SOCA,Cayenne-Rochambeau Airport
SOOA,Maripasoula Airport
SOOG,Saint-Georges-de-l'Oyapock Airport
SOOM,Saint-Laurent-du-Maroni Airport
SOOR,Regina Airport
SOOS,Saúl Airport
SPAO,San Juan Aposento Airport
SPAR,Alerta Airport
SPAY,Teniente General Gerardo Pérez Pinedo Airport
SPBB,Moyobamba Airport
SPBC,Caballococha Airport
SPBL,Huallaga Airport
SPBR,Iberia Airport
SPCH,Tocache Airport
SPCL,Captain Rolden International Airport
SPCM,Contamana Airport
SPEO,Tnte. FAP Jaime Montreuil Morales Airport
SPGM,Tingo Maria Airport
SPHI,Capitán FAP José A. Quiñones Gonzales International Airport
SPHO,Coronel FAP Alfredo Mendivil Duarte Airport
SPHY,Andahuaylas Airport
SPHZ,Comandante FAP German Arias Grazziani Airport
SPIL,Quince Air Base
SPIM,Jorge Chavez International Airport
SPIP,Satipo Airport
SPIZ,Uchiza Airport
SPJA,Juan Simons Vela Airport
SPJI,Juanjui Airport
SPJJ,Francisco Carle Airport
SPJL,Inca Manco Capac Airport
SPJN,San Juan de Marcona Airport
SPJR,Major General FAP Armando Revoredo Iglesias Airport
SPLN,San Nicolas Airport
SPLO,Ilo Airport
SPLP,Las Palmas Airport
SPME,Capitan FAP Pedro Canga Rodriguez Airport
SPMF,Manuel Prado Ugarteche Airport
SPMR,Santa Maria Airport
SPMS,Moises Benzaquen Rengifo Airport
SPNC,Alferez Fap David Figueroa Fernandini Airport
SPOA,Saposoa Airport
SPOV,Shiringayoc/Hacienda Hda Mejia Airport
SPPY,Chachapoyas Airport
SPQN,Requena Airport
SPQT,Crnl. FAP Francisco Secada Vignetta International Airport
SPQU,Rodriguez Ballon International Airport
SPRU,Cap. FAP Carlos Martínez de Pinillos International Airport
SPSF,San Francisco Airport
SPSO,Capitán FAP Renán Elías Olivera International Airport
SPST,Cadete FAP Guillermo Del Castillo Paredes Airport
SPSY,Shiringayoc Airport
SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport
SPTU,Puerto Maldonado International Airport
SPUR,Piura Airport
SPYL,Capitan Montes Airport
SPZA,Maria Reiche Neuman Airport
SPZO,Alejandro Velasco Astete International Airport
SSAP,Apucarana Airport
SSBL,Blumenau Airport
SSCK,Concordia Airport
SSCN,Canela Airport
SSCP,Cornelio Procopio Airport
SSDO,Dourados Airport
SSER,Aeroporto de Erechim
SSFB,Francisco Beltrão Airport
SSGY,Guaíra Airport
SSIJ,Ijuí Airport
SSIQ,Itaqui Airport
SSJA,Santa Terezinha Airport
SSKM,Campo Mourão Airport
SSKS,Cachoeira do Sul Airport
SSKU,Curitibanos Airport
SSKZ,Carazinho Airport
SSLT,Alegrete Federal Airport
SSMF,Mafra Airport
SSNG,Montenegro Airport
SSNH,Novo Hamburgo Airport
SSOE,São Miguel do Oeste Airport
SSOG,Arapongas Airport
SSPB,Pato Branco Airport
SSPG,Paranaguá Airport
SSPI,Paranavaí Airport
SSPN,Paranaíba Airport
SSQT,Castro Airport
SSRU,São Lourenço do Sul Airport
SSSB,São Borja Airport
SSSC,Santa Cruz do Sul Airport
SSUM,Umuarama Airport
SSUV,União da Vitória Airport
SSVI,Videira Airport
SSVI,Videira Airport
SSVP,Santa Vitória do Palmar Airport
SSXX,Xanxerê Airport
SSYA,Arapoti Airport
SSZR,Santa Rosa Airport
SSZW,Ponta Grossa Airport
SUAG,Artigas International Airport
SUBU,Bella Unión Airport
SUCA,Laguna de Los Patos International Airport
SUCM,Carmelo International Airport
SUDU,Santa Bernardina International Airport
SULS,Capitan Corbeta CA Curbelo International Airport
SUME,Ricardo de Tomasi International Airport
SUMO,Cerro Largo International Airport
SUMU,Carrasco International Airport
SUPE,El Jaguel / Punta del Este Airport
SUPU,Tydeo Larre Borges Airport
SURV,Presidente General Don Oscar D. Gestido International Airport
SUSO,Nueva Hesperides International Airport
SUTB,Tacuarembo Airport
SUTR,Treinta y Tres Airport
SUVO,Vichadero Airport
SVAC,Oswaldo Guevara Mujica Airport
SVAN,Anaco Airport
SVAS,Armando Schwarck Airport
SVBC,Generál José Antonio Anzoátegui International Airport
SVBI,Barinas Airport
SVBL,El Libertador Airbase
SVBM,Jacinto Lara International Airport
SVBS,Escuela Mariscal Sucre Airport
SVCB,Tomás de Heres Airport
SVCD,Caicara del Orinoco Airport
SVCG,Casigua El Cubo Airport
SVCL,Calabozo Airport
SVCN,Canaima Airport
SVCO,Carora Airport
SVCP,General José Francisco Bermúdez Airport
SVCR,José Leonardo Chirinos Airport
SVCU,Antonio José de Sucre Airport
SVED,El Dorado Airport
SVEZ,Elorza Airport
SVGD,Guasdualito Airport
SVGI,Guiria Airport
SVGU,Guanare Airport
SVIC,Icabarú Airport
SVJC,Josefa Camejo International Airport
SVKA,Kavanayen Airport
SVLF,La Fria Airport
SVMC,La Chinita International Airport
SVMD,Alberto Carnevalli Airport
SVMG,Del Caribe International General Santiago Marino Airport
SVMI,Simon Bolivar International Airport
SVMT,Maturín Airport
SVON,Oro Negro Airport
SVPA,Cacique Aramare Airport
SVPC,General Bartolome Salom International Airport
SVPE,Pedernales Airport
SVPH,Perai Tepuy Airport
SVPM,Paramillo Airport
SVPR,General Manuel Carlos Piar International Airport
SVPT,Palmarito Airport
SVRS,Los Roques Airport
SVSA,Juan Vicente Gómez International Airport
SVSB,Santa Bárbara de Barinas Airport
SVSE,Santa Elena de Uairen Airport
SVSO,Mayor Buenaventura Vivas Airport
SVSP,Sub Teniente Nestor Arias Airport
SVSR,Las Flecheras Airport
SVST,San Tomé Airport
SVSZ,Santa Bárbara del Zulia Airport
SVTC,Tucupita Airport
SVTM,Tumeremo Airport
SVUM,Uriman Airport
SVVA,Arturo Michelena International Airport
SVVG,"Juan Pablo Perez Alfonso Airport? El Vigía, Venezuela"
SVVL,Dr. Antonio Nicolás Briceno Airport
SVVP,Valle de La Pascua Airport
SWBC,Barcelos Airport
SWBR,Borba Airport
SWCA,Carauari Airport
SWCQ,Costa Marques Airport
SWDM,Diamantino Airport
SWDN,Dianópolis Airport
SWEC,Aragarças Airport
SWEI,Eirunepé Airport
SWEK,Canarana Airport
SWFJ,Feijó Airport
SWFX,São Félix do Araguaia Airport
SWGI,Gurupi Airport
SWGN,Araguaína Airport
SWII,Ipiranga Airport
SWIY,Santa Izabel do Morro Airport
SWJI,Ji-Paraná Airport
SWJN,Juína Airport
SWJU,Juruena Airport
SWKC,Cáceres Airport
SWKN,Caldas Novas Airport
SWKO,Coari Airport
SWKT,Catalão Airport
SWLB,Lábrea Airport
SWLC,General Leite de Castro Airport
SWMW,Maués Airport
SWNA,Novo Aripuanã Airport
SWNI,Nova Vida Airport
SWNK,Novo Campo Airport
SWNQ,Niquelândia Airport
SWNS,Anápolis Airport
SWPI,Parintins Airport
SWPJ,Fazenda São Caetano Airport
SWPM,Pimenta Bueno Airport
SWRA,Arraias Airport
SWRD,Rondonópolis Airport
SWRP,Aripuanã Airport
SWSI,Presidente João Batista Figueiredo Airport
SWST,Santa Terezinha Airport
SWTP,Tapuruquara Airport
SWTU,Fazenda Tucunaré Airport
SWTY,Taguatinga Airport
SWUA,São Miguel do Araguaia Airport
SWVC,Vila Rica Airport
SWXM,Regional Orlando Villas Boas Airport
SWXV,Xavantina Airport
SYAH,Aishalton Airport
SYAN,Annai Airport
SYBR,Baramita Airport
SYBT,Bartica Airport
SYCJ,Cheddi Jagan International Airport
SYDR,Orinduik Airport
SYGO,Ogle Airport
SYIB,Imbaimadai Airport
SYKM,Kamarang Airport
SYKR,Karanambo Airport
SYKS,Karasabai Airport
SYKT,Kato Airport
SYLP,Lumid Pau Airport
SYLT,Lethem Airport
SYMB,Mabaruma Airport
SYMD,Mahdia Airport
SYMM,Monkey Mountain Airport
SYNA,New Amsterdam Airport
SYOR,Orinduik Airport
SYPR,Paruima Airport
TAPA,V.C. Bird International Airport
TAPH,Codrington Airport
TBPB,Grantley Adams International Airport
TDCF,Canefield Airport
TDPD,Melville Hall Airport
TFFA,La Désirade Airport
TFFB,Baillif Airport
TFFC,St-François Airport
TFFF,Lamentin International Airport
TFFG,L'Espérance Airport (Grand Case Airport)
TFFG,L'Espérance Airport
TFFJ,Gustaf III Airport
TFFM,Les Bases Airport
TFFR,Pointe-à-Pitre International Airport
TFFS,Terre-de-Haut Airport
TGPY,Point Salines International Airport
TGPY,Point Saline International Airport
TGPZ,Lauriston Airport
TIST,Cyril E. King Airport
TISX,Henry E. Rohlsen Airport
TJAB,Antonio (Nery) Juarbe Pol Airport
TJBQ,Rafael Hernández Airport
TJCG,Vieques Airport
TJCP,Benjamin Rivera Noriega Airport
TJFA,Diego Jimenez Torres Airport
TJIG,Fernando Luis Ribas Dominicci Airport
TJMZ,Eugenio Maria de Hostos Airport
TJPS,Mercedita Airport
TJSJ,Luis Muñoz Marín International Airport
TJVQ,Antonio Rivera Rodriguez Airport
TKPK,Robert L. Bradshaw International Airport
TKPN,Vance W. Amory International Airport
TLPC,George F. L. Charles Airport
TLPL,Hewanorra International Airport
TNCA,Queen Beatrix International Airport
TNCB,Flamingo International Airport
TNCC,Hato International Airport
TNCE,Franklin Delano Roosevelt Airport
TNCM,Princess Juliana International Airport
TNCS,Juancho E. Yrausquin Airport
TQPF,Wallblake Airport
TRPG,John A. Osborne Airport
TRPM,Gerald's Airport
TTCP,Crown Point International Airport
TTPP,Piarco International Airport
TUPA,Captain Auguste George Airport
TUPJ,Terrance B. Lettsome International Airport
TUPW,Virgin Gorda Airport
TVSB,J.F. Mitchell Airport
TVSC,Canouan Island Airport
TVSM,Mustique Airport
TVSU,Union Island Airport
TVSV,E.T. Joshua Airport
TXKF,Bermuda International Airport (L.F. Wade Int'l Airport)
UAAA,Almaty International Airport
UAAH,Balkhash Airport
UAAR,Boralday Airport
UAAT,Taldykorgan Airport
UACC,Astana Airport
UACK,Kokshetau Airport
UACP,Petropavlovsk Airport
UADD,Taraz Airport
UAFM,Manas International Airport
UAFO,Osh Airport
UAII,Shymkent Airport
UAKD,Zhezkazgan Airport
UAKK,Sary-Arka Airport
UAOO,Kyzylorda Airport
UARR,Oral Ak Zhol Airport
UASB,Ekibastuz Airport
UASK,Oskemen Airport
UASP,Pavlodar Airport
UASS,Semipalatinsk Airport
UASS,Semey Airport
UATE,Aktau Airport
UATG,Atyrau Airport
UATT,Aqtobe Airport
UAUR,Arkalyk Airport
UAUU,Kostanay Airport
UBBB,Heydar Aliyev International Airport
UBBG,Ganja Airport
UBBN,Nakhchivan Airport
UBBQ,Gabala International Airport
UBBY,Zaqatala International Airport
UDSG,Shirak Airport
UDYZ,Zvartnots International Airport
UEAA,Aldan Airport
UEEA,Aldan Airport
UEEE,Yakutsk Airport
UELL,Chulman Neryungri Airport
UERL,Lensk Airport
UERP,Polyarny Airport
UERR,Mirny Airport
UESO,Chokurdah Airport
UESS,Cherskiy Airport
UEST,Tiksi Airport
UESU,Zyryanka Airport
UGB,Ugashik Bay Airport
UGKO,Kopitnari Airport
UGSB,Batumi Airport (Chorokh Airport)
UGSS,Sukhumi Dranda Airport
UGTB,Tbilisi International Airport
UHBB,Ignatyevo Airport
UHBI,Magdagachi Airport
UHBW,Tynda Airport
UHHH,Khabarovsk Novy Airport
UHKK,Komsomolsk-on-Amur Airport
UHMA,Anadyr Ugolny Airport
UHMD,Provideniya Bay Airport
UHMM,Sokol Airport
UHMP,Pevek Airport
UHNB,Bogorodskoye Airport
UHOO,Okhotsk Airport
UHPP,Yelizovo Airport
UHSH,Okha Airport
UHSK,Shakhtyorsk Airport
UHSM,Mendeleyevo Airport
UHSO,Zonalnoye Airport
UHSS,Yuzhno-Sakhalinsk Airport
UHWW,Vladivostok International Airport (Kievichi Airport)
UIAA,Kadala Airport
UIBB,Bratsk Airport
UIBS,Ust-Ilimsk Airport
UIII,Irkutsk Airport
UIKB,Bodaybo Airport
UIKE,Yerbogachen Airport
UITT,Ust-Kut Airport
UIUU,Ulan-Ude Airport (Mukhino)
UJAP,Ujae Atoll Airport
UKBB,Boryspil Airport
UKCC,Donetsk Airport
UKCK,Kramatorsk Airport
UKCM,Mariupol Airport
UKCS,Sievierodonetsk Airport
UKCW,Luhansk Airport
UKDB,Berdyansk Airport
UKDD,Dnipropetrovsk International Airport
UKDE,Zaporizhzhia International Airport
UKDR,Kryvyi Rih International Airport
UKFB,Belbek Airport
UKFF,Simferopol International Airport
UKFK,Kerch Airport
UKHH,Kharkiv Osnova International Airport
UKHP,Suprunovka Airport
UKHS,Sumy Airport
UKKE,Cherkassy Airport
UKKG,Kirovograd
UKKK,Kiev International Airport
UKKL,Chernihiv Shestovitsa Airport
UKKM,Gostomel Airport
UKLC,Lutsk Airport
UKLH,Khmelnytskyi Airport
UKLI,Ivano-Frankivsk Airport
UKLL,Lviv International Airport
UKLN,Chernivtsi International Airport
UKLR,Rivne International Airport
UKLT,Ternopil International Airport
UKLU,Uzhhorod International Airport
UKOH,Chernobayevka Airport
UKON,Mykolaiv International Airport
UKOO,Odessa International Airport
UKWW,Vinnytsia/Gavyryshivka Airport
ULAA,Talagi Airport
ULAM,Naryan Mar Airport
ULAS,Solovki Airport
ULBC,Cherepovets Airport
ULDD,Amderma Airport
ULKK,Kotlas Airport
ULLI,"Pulkovo Airport, Rzhevka Airport"
ULMK,Kirovsk-Apatity Airport
ULMM,Murmansk Airport
ULOL,Velikiye Luki Airport
ULOO,Pskov Airport
ULPB,"Besovets Airport, Petrozavodsk, Russia"
ULWC,Cherepovets Airport
ULWU,Velikiy Ustyug Airport
ULWW,Vologda Airport
UMBB,Brest Airport
UMGG,Gomel Airport
UMII,Vitebsk East Airport
UMKK,Khrabrovo Airport
UMMG,Hrodna Airport
UMMM,Minsk-1 Airport
UMMS,Minsk International Airport (Minsk-2)
UMOO,Mogilev Airport
UNAA,Abakan Airport
UNBB,Barnaul Airport
UNEE,Kemerovo Airport
UNII,Yeniseysk Airport
UNKL,Krasnoyarsk Yemelyanovo Airport
UNKS,Achinsk Airport
UNKY,Kyzyl Airport
UNNT,Novosibirsk Tolmachevo Airport
UNOO,Omsk Airport
UNTT,Bogashevo Airport
UNWW,Novokuznetsk Spichenkovo Airport (Prokopyevsk Southeast)
UODD,Dikson Airport
UOHH,Khatanga Airport
UOII,Igarka Airport
UOOO,Norilsk Alykel Airport
URKA,Vityazevo Airport
URKE,Yeysk Airport
URKG,Gelendzhik Airport
URKK,Pashkovsky Airport
URMG,Grozny North Airport
URML,Uytash airport
URMM,Mineralnye Vody Airport
URMN,Nalchik Airport
URMO,Beslan Airport
URMS,Magas Airport
URMT,Stavropol Shpakovskoye Airport
URRR,Rostov-on-Don Airport
URSS,Sochi International Airport
URWA,Narimanovo Airport
URWI,Elista Airport
URWW,Gumrak Airport
USCC,Chelyabinsk Balandino Airport
USCM,Magnitogorsk Airport
USDD,Salekhard Airport
USDK,Mys Kamenny Airport
USDU,Urengoy Airport
USHB,Berezovo Airport
USHH,Khanty-Mansiysk Airport
USHI,Igrim Airport
USHN,Nyagan Airport
USHS,Sovetskiy Airport
USHU,Uray Airport
USII,Izhevsk Airport
USKK,Pobedilovo Airport
USMM,Nadym Airport
USMU,Novy Urengoy Airport
USNN,Nizhnevartovsk Airport
USPP,Bolshoye Savino Airport
USRK,Kogalym Airport
USRN,Nefteyugansk Airport
USRO,Noyabrsk Airport
USRR,Surgut Airport
USSS,Koltsovo International Airport
USTO,Tobolsk Airport
USTR,Roschino Airport
USTR,Roshchino International Airport
USUU,Kurgan Airport
UTAA,Ashgabat Airport
UTAK,Turkmenbashi Airport
UTAM,Mary Airport
UTAT,Da?oguz Airport
UTAV,Turkmenabat Airport
UTDD,Dushanbe Airport
UTDK,Kulob Airport
UTDL,Khudzhand Airport
UTDT,Qurghonteppa International Airport
UTKA,Andizhan Airport
UTKF,Fergana Airport
UTKN,Namangan Airport
UTNN,Nukus Airport
UTNU,Urgench Airport
UTSA,Navoi Airport
UTSB,Bukhara Airport
UTSL,Karshi Khanabad Airport
UTSN,Sugraly Airport
UTSS,Samarkand Airport
UTST,Termez Airport
UTTT,Yuzhny Airport
UUBA,Kostroma Sokerkino Airport
UUBB,Bykovo Airport
UUBI,Ivanovo South Airport
UUBK,Staroselye Airport
UUBP,Briansk Airport
UUBS,Smolensk South Airport
UUBW,Zhukovsky International Airport
UUDD,Moscow Domodedovo Airport
UUDL,Yaroslavl Airport
UUEE,Sheremetyevo International Airport
UUEM,Mialovo Airport
UUII,Irkutsk International Airport
UUOB,"Belgorod, Russia"
UUOK,Kursk East Airport
UUOL,Lipetsk Airport
UUOO,Voronezh International Airport
UUOR,Oryol Yuzhny Airport
UUOT,Donskoye Airport
UUWR,Turlatovo Airport
UUWW,Vnukovo International Airport
UUYH,Ukhta Airport
UUYI,Inta Airport
UUYP,Pechora Airport
UUYS,Usinsk Airport
UUYW,Vorkuta Airport
UUYX,Ust-Tsylma Airport
UUYY,Syktyvkar Airport
UWGG,Strigino Airport
UWKB,Bugulma Airport
UWKD,Kazan International Airport
UWKE,Begishevo Airport
UWKJ,Yoshkar-Ola Airport
UWKS,Cheboksary Airport
UWLL,Ulyanovsk Baratayevka Airport
UWLW,Ulyanovsk Vostochny Airport
UWOO,Orenburg Tsentralny Airport
UWOR,Orsk Airport
UWPP,Penza Airport
UWPS,Saransk Airport
UWSB,Balakovo Airport
UWSS,Saratov Tsentralny Airport
UWUB,Beloretsk Airport
UWUF,Neftekamsk Airport
UWUK,Oktyabrskiy Airport
UWUU,Ufa Airport
UWWW,Kurumoch International Airport
VA1P,Diu Airport
VAAH,Sardar Vallabhbhai Patel International Airport
VAAK,Akola Airport
VAAU,Aurangabad Airport (Chikkalthana Airport)
VABB,Chhatrapati Shivaji Maharaj International Airport
VABI,Bilaspur Airport
VABJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base
VABO,Vadodara Airport
VABP,Bhopal Airport
VABV,Bhavnagar Airport
VADN,Daman Airport
VAGN,Guna Airport
VAGO,Dabolim Airport
VAHB,Hubli Airport
VAID,Devi Ahilyabai Holkar International Airport
VAJB,Jabalpur Airport
VAJM,Jamnagar Airport
VAKE,Kandla Airport (Gandhidham Airport)
VAKJ,Khajuraho Airport
VAKP,Kolhapur Airport
VAKS,Junagadh Airport (Keshod Airport)
VALT,Murod Kond Airport
VAND,Nanded Airport
VANP,Dr. Babasaheb Ambedkar International Airport
VANR,Gandhinagar Airport
VAPO,Pune International Airport
VAPR,Porbandar Airport
VARG,Ratnagiri Airport
VARK,Rajkot Airport
VARP,Raipur Airport
VASL,Solapur Airport
VASU,Surat Airport
VAUD,Maharana Pratap Airport
VCBI,Bandaranaike International Airport
VCCA,Anuradhapura Airport
VCCB,Batticaloa Airport
VCCC,Ratmalana Airport
VCCG,Amparai Airport
VCCH,Hingurakgoda Air Force Base
VCCJ,Kankesanturai Airport
VCCK,Koggala Airport
VCCS,Sigiriya Air Force Base
VCCT,China Bay Airport
VCCW,Weerawila International Airport (New airport)
VCII,Koggala Airport
VDBG,Battambang Airport
VDKH,Kampong Chhnang Airport
VDKK,Kaoh Kong Airport
VDKT,Kratie Airport
VDPP,Pochentong International Airport
VDRK,Ratanakiri Airport
VDSR,Angkor International Airport
VDST,Stung Treng Airport
VDSV,Sihanoukville International Airport
VE46,Jagdalpur Airport
VEAN,Along Airport
VEAT,Maharaja Bir Bikram Airport
VEAZ,Aizawl Airport
VEBD,Bagdogra Airport
VEBG,Balurghat Airport
VEBI,Shillong Airport
VEBS,Biju Patnaik Airport
VECC,Netaji Subhash Chandra Bose International Airport
VECO,Cooch Behar Airport
VEDB,Dhanbad Airport
VEDZ,Daporijo Airport
VEGK,Gorakhpur Airport
VEGT,Lokpriya Gopinath Bordoloi International Airport
VEGY,Gaya Airport
VEIM,Imphal Airport
VEJP,Jeypore Airport
VEJS,Jamshedpur Airport
VEJT,Jorhat Airport
VEKM,Kamalpur Airport
VEKR,Kailashahar Airport
VEKU,Silchar Airport (Kumbhirgram Airport)
VEKW,Khowai Airport
VELP,Lengpui Airport
VELR,Lilabari Airport (North Lakhimpur Airport)
VEMH,Malda Airport
VEMN,Dibrugarh Airport
VEMR,Dimapur Airport
VEMZ,Muzzafarpur Airport
VEPG,Pasighat Airport (Passighat Airport)
VEPT,Jay Prakash Narayan Airport
VEPU,Purnea Airport
VEPY,Pakyong Airport
VERC,Birsa Munda Airport
VERK,Rourkela Airport
VERU,Rupsi Airport
VETJ,Tezu Airport
VETZ,Tezpur Airport
VEVZ,Vishakhapatnam Airport
VEZO,Zero Airport
VGBR,Barisal Airport
VGCB,Cox's Bazar Airport
VGCM,Comilla Airport
VGEG,Shah Amanat International Airport
VGHS,Hazrat Shahjalal International Airport
VGIS,Ishurdi Airport
VGJR,Jessore Airport
VGLM,Lalmonirhat Airport
VGRJ,Shah Makhdum Airport
VGSD,Saidpur Airport
VGSG,Thakurgaon Airport
VGSH,Shamshernagar Airport
VGSY,Osmany International Airport
VGZR,Zia International Airport
VHHH,Hong Kong International Airport
VIAG,Kheria Airport
VIAL,Allahabad Airport / Bamrauli Air Force Base
VIAR,Raja Sansi International Airport
VIBK,Nal Airport
VIBN,Varanasi Airport
VIBR,Bhuntar Airport
VIBT,Bhisiana Air Force Base
VIBY,Bareli Airport
VICG,Chandigarh Airport
VIDN,Dehradun Airport
VIDP,Indira Gandhi International Airport
VIGG,Gaggal Airport
VIGR,Gwalior Airport
VIHR,Hissar Airport
VIJO,Jodhpur Airport
VIJP,Jaipur International Airport
VIJR,Jaisalmer Airport
VIJU,Jammu Airport (Satwari Airport)
VIKA,Kanpur Airport
VIKO,Kota Airport
VILD,Ludhiana Airport
VILH,Kushok Bakula Rimpochee Airport
VILK,Chaudhary Charan Singh Airport
VIPK,Pathankot Air Force Base
VIPT,Pantnagar Airport
VISM,Shimla Airport
VISR,"Sheikh Ul Alam International Airport, Srinagar, India"
VIST,Satna Airport
VLAP,Attopeu Airport
VLHS,Ban Huoeisay Airport
VLLB,Luang Prabang International Airport
VLLN,Luang Namtha Airport
VLOS,Oudomsay Airport
VLPS,Pakse International Airport
VLSB,Sayaboury Airport
VLSK,Savannakhet Airport
VLSN,Sam Neua Airport
VLSV,Saravane Airport
VLTK,Thakhek Airport
VLVT,Wattay International Airport
VLXK,Xieng Khouang Airport
VMMC,Macau International Airport
VNBG,Bajhang Airport
VNBJ,Bhojpur Airport
VNBL,Baglung Airport
VNBP,Bharatpur Airport
VNBR,Bajura Airport
VNBT,Baitadi Airport
VNBW,Gautam Buddha Airport
VNCG,Bhadrapur Airport
VNCJ,Rukum Chaurjahari Airport
VNDG,Dang Airport
VNDH,Dhangarhi Airport
VNDL,Darchula Airport
VNDP,Dolpa Airport
VNDT,Doti Airport
VNGK,Gorkha Airport
VNJI,Jiri Airport
VNJL,Jumla Airport
VNJP,Janakpur Airport
VNJS,Jomsom Airport
VNKT,Tribhuvan International Airport
VNLD,Lamidanda Airport
VNLK,Tenzing–Hillary Airport
VNLT,Langtang Airport
VNMA,Manang Airport
VNMG,Meghauli Airport
VNMN,Mahendranagar Airport
VNNG,Nepalgunj Airport
VNPK,Pokhara Airport
VNPL,Phaplu Airport
VNRB,Rajbiraj Airport
VNRC,Ramechhap Airport
VNRK,Rukumkot Airport
VNRT,Rumjatar Airport
VNSI,Simara Airport
VNSK,Surkhet Airport
VNSR,Sanfebagar Airport
VNST,Simikot Airport
VNTJ,Taplejung Airport
VNTR,Tumlingtar Airport
VNVT,Biratnagar Airport
VOAT,Agatti Island Airport
VOBI,Bellary Airport
VOBL,Kempegowda International Airport
VOBM,Belagavi Airport
VOBZ,Vijayawada Airport
VOCB,Coimbatore Airport (Peelamedu Airport)
VOCI,Cochin International Airport
VOCL,Calicut International Airport
VOCP,Cuddapah Airport
VOCX,Car Nicobar Air Force Base
VOHS,Rajiv Gandhi International Airport
VOJV,Vijayanagar Aerodrome (JSW)
VOKN,Kannur International Airport
VOMD,Madurai Airport
VOML,Mangalore International Airport
VOMM,Chennai International Airport
VOMY,Mysore Airport
VOPB,Vir Savarkar Airport (Port Blair Airport)
VOPC,Pondicherry Airport
VORY,Rajahmundry Airport
VOSM,Salem Airport
VOTJ,Tanjore Air Force Base
VOTP,Tirupati Airport
VOTR,Tiruchirapalli Airport
VOTV,Trivandrum International Airport
VOWA,Warangal Airport
VQBT,Bathpalathang Airport
VQGP,Gelephu Airport
VQPR,Paro Airport
VQTY,Yongphulla Airport
VRMF,Fuvahmulah Airport
VRMG,Gan Island Airport
VRMH,Hanimaadhoo Airport
VRMK,Kadhdhoo Airport
VRMM,Malé International Airport
VRMT,Kaadedhdhoo Airport
VRMV,Villa Airport
VTBD,Don Mueang International Airport
VTBH,Sa Pran Nak Airport
VTBL,Khok Kathiam Airport
VTBO,Trat Airport
VTBS,Suvarnabhumi Airport
VTBU,U-Tapao International Airport
VTCC,Chiang Mai International Airport
VTCH,Mae Hong Son Airport
